Joke,Category,Likes,Dislikes,Like%
There is an overweight guy who is watching TV. A commercial comes on for a guaranteed weight loss of 10 pounds in a week. So the guy^ thinking what the hell^ signs up for it. Next morning an incredibly beautiful woman is standing at his door in nothing but a pair of running shoes and a sign about her neck that reads^ "If you can catch me^ you can have me." As soon as he sees her^ she takes off running. He tries to catch her^ but is unable. This continues for a week^ at the end of which^ the man has lost 10 pounds. After this he tries the next weight loss plan^ 15 pounds in a week. The next morning an even more beautiful woman is standing at the door^ in similar conditions. The same happens with her as the first woman^ except he almost catches her. This continues for a week^ at the end of which he^ as suspected^ weighs 15 pounds less. Excited about this success^ he decides to do the master program. Before he signs up^ he is required to sign a waiver and is warned about the intensity of this plan. Still he signs up. The next morning^ waiting at the door^ is a hulking 300 pound muscle man with nothing but a pair of running shoes^ a raging erection^ and a sign around his neck that says^ "If I catch you^ you're mine!" The man was supposed to lose 25 pounds in the week; he lost 34.,miscellaneous-jokes,6633,1394,0.82633615
A lady comes home from her doctor's appointment grinning from ear to ear. Her husband asks^ "Why are you so happy?" The wife says^ "The doctor told me that for a forty-five year old woman^ I have the breasts of a eighteen year old." "Oh yeah?" quipped her husband^ "What did he say about your forty-five year old ass?" She said^ "Your name never came up in the conversation.",miscellaneous-jokes,4912,1473,0.7693031
There was an elderly couple who in their old age noticed that they were getting a lot more forgetful^ so they decided to go to the doctor. The doctor told them that they should start writing things down so they don't forget. They went home and the old lady told her husband to get her a bowl of ice cream. "You might want to write it down^" she said. The husband said^ "No^ I can remember that you want a bowl of ice cream." She then told her husband she wanted a bowl of ice cream with whipped cream. "Write it down^" she told him^ and again he said^ "No^ no^ I can remember: you want a bowl of ice cream with whipped cream." Then the old lady said she wants a bowl of ice cream with whipped cream and a cherry on top. "Write it down^" she told her husband and again he said^ "No^ I got it. You want a bowl of ice cream with whipped cream and a cherry on top." So he goes to get the ice cream and spends an unusually long time in the kitchen^ over 30 minutes. He comes out to his wife and hands her a plate of eggs and bacon. The old wife stares at the plate for a moment^ then looks at her husband and asks^ "Where's the toast?",miscellaneous-jokes,4424,1616,0.7324503
A 3 years old boy sits near a pregnant woman. Boy: Why do you look so fat? Pregnant woman: I have a baby inside me. Boy: Is it a good baby? Pregnant woman: Yes^ it is a very good baby. Boy: Then why did you eat it?!,miscellaneous-jokes,4390,877,0.83349156
Q: Why couldn't the leopard play hide and seek? A: Because he was always spotted.,miscellaneous-jokes,4345,1768,0.7107803
Q: What starts with E^ ends with E^ and has only 1 letter in it? A: Envelope.,miscellaneous-jokes,4271,1897,0.69244486
Q: Why did Adele cross the road? A: To sing^ "Hello from the other side!",miscellaneous-jokes,3327,1763,0.65363455
Q: Why do Chinese people have Chinese babies? A: Because two Wongs don't make a white.,miscellaneous-jokes,3317,902,0.78620523
Mexico doesn't win Olympic medals because all the best runners^ jumpers^ and swimmers are in America.,national-jokes,6900,3325,0.6748166
Q: Why do Chinese people have Chinese babies? A: Because two Wongs don't make a white.,national-jokes,3317,902,0.78620523
Q: How do you stop a Mexican tank? A: Shoot the people pushing it.,national-jokes,2854,1138,0.7149299
A worldwide survey was conducted by the UN. The only question asked was: "Would you please give your honest opinion about solutions to the food shortage in the rest of the world?" The survey was a huge failure. In Africa they didn't know what "food" meant. In Eastern Europe they didn't know what "honest" meant. In Western Europe they didn't know what "shortage" meant. In China they didn't know what "opinion" meant. In the Middle East they didn't know what "solution" meant. In South America they didn't know what "please" meant. And in the USA they didn't know what "the rest of the world" meant.,national-jokes,2665,645,0.80513597
Q: What do you call two Mexicans playing basketball? A: Juan on Juan.,national-jokes,2452,1942,0.5580337
Q: What do you call stoned Mexicans? A: Baked beans.,national-jokes,2113,948,0.6902973
A German asks a Mexican if they have any Jews in Mexico. The Mexican says^ “Sí^ we have orange jews^ apple jews^ and grape jews!”,national-jokes,1939,591,0.76640314
In the beginning^ God created the heaven and the earth... After that^ everything else was made in China.,national-jokes,1648,432,0.7923077
Q: What's the difference between England and a teabag? A: A teabag could stay in the cup for longer.,national-jokes,1548,620,0.71402216
So two Irishmen are traveling to Australia. Before they leave home^ one of their dads gives them both a bit of advice: "You watch them Aussie cab drivers. They'll rob you blind. Don't you go paying them what they ask. You haggle." At the Sydney airport^ the Irishmen catch a cab to their hotel. When they reach their destination^ the cabbie says^ "That'll be twenty dollars^ lads." "Oh no you don't! My dad warned me about you. You'll only be getting fifteen dollars from me^" says one of the men. "And you'll only be getting fifteen from me too^" adds the other.,national-jokes,1516,500,0.7519841
Q: What do you call a baptized Mexican? A: Bean dip.,national-jokes,1390,778,0.6411439
Q: What’s the best thing about Switzerland? A: I don't know^ but the flag is a big plus.,national-jokes,1356,563,0.706618
Reaching the end of a job interview^ the Human Resources Officer asks a young engineer fresh out of the Massachusetts Institute of Technology^ "And what starting salary are you looking for?" The engineer replies^ "In the region of $125^000 a year^ depending on the benefits package." The interviewer inquires^ "Well^ what would you say to a package of five weeks vacation^ 14 paid holidays^ full medical and dental^ company matching retirement fund to 50% of salary^ and a company car leased every two years^ say^ a red Corvette?" The engineer sits up straight and says^ "Wow! Are you kidding?" The interviewer replies^ "Yeah^ but you started it.",office-jokes,9544,3642,0.723798
How is Christmas like your job? You do all the work and the fat guy in the suit gets all the credit.,office-jokes,3139,1475,0.68032074
Q: Why did the can crusher quit his job? A: Because it was soda pressing.,office-jokes,2984,1223,0.709294
An organization is like a tree full of monkeys^ all on different limbs at different levels. The monkeys on top look down and see a tree full of smiling faces. The monkeys on the bottom look up and see nothing but assholes.,office-jokes,2642,525,0.834228
A lawyer runs a stop sign and gets pulled over by a sheriff. He thinks he's smarter being a big shot lawyer from New York and has a better education than an sheriff from West Virginia. The sheriff asks for license and registration. The lawyer asks^ "What for?" The sheriff responds^ "You didn't come to a complete stop at the stop sign." The lawyer says^ "I slowed down and no one was coming." "You still didn't come to a complete stop. License and registration please^" say the sheriff impatiently. The lawyer says^ "If you can show me the legal difference between slow down and stop^ I'll give you my license and registration and you can give me the ticket. If not^ you let me go and don't give me the ticket." The sheriff says^ "That sounds fair^ please exit your vehicle." The lawyer steps out and the sheriff takes out his nightstick and starts beating the lawyer with it. The sheriff says^ "Do you want me to stop or just slow down?",office-jokes,2336,340,0.8729447
Two factory workers are talking. The woman says^ "I can make the boss give me the day off." The man replies^ "And how would you do that?" The woman says^ "Just wait and see." She then hangs upside down from the ceiling. The boss comes in and says^ "What are you doing?" The woman replies^ "I'm a light bulb." The boss then says^ "You've been working so much that you've gone crazy. I think you need to take the day off." The man starts to follow her and the boss says^ "Where are you going?" The man says^ "I'm going home^ too. I can't work in the dark.",office-jokes,1937,274,0.8760742
A doctor reaches into his smock to get a pen to write a prescription and pulls out a rectal thermometer. "Oh^ damn it^" he proclaims^ "Some asshole has my pen!",office-jokes,1633,469,0.7768792
A thief stuck a pistol in a man's ribs and said^ "Give me your money." The gentleman^ shocked by the sudden attack^ said^ "You cannot do this^ I'm a congressman!" The thief replied^ "In that case^ give me MY money!",office-jokes,1147,238,0.82815886
A boss said to his secretary^ "I want to have sex with you^ but I will make it very fast. I'll throw $1^000 on the floor and by the time you bend down to pick it up^ I'll be done." She thought for a moment then called her boyfriend and told him the story. Her boyfriend said^ "Do it but ask him for $2^000. Then pick up the money so fast^ he won't even have enough time to undress himself." She agrees. After half an hour passes^ the boyfriend calls the girlfriend and asks^ "So what happened?" She responds^ "The bastard used coins^ so I'm still picking it up and he is still having sex with me!",office-jokes,1022,309,0.7678437
A doctor and a lawyer are talking at a party. Their conversation is constantly interrupted by people describing their ailments and asking the doctor for free medical advice. After an hour of this^ the exasperated doctor asks the lawyer^ "What do you do to stop people from asking you for legal advice when you're out of the office?" "I give it to them^" replies the lawyer^ "and then I send them a bill." The doctor is shocked^ but agrees to give it a try. The next day^ still feeling slightly guilty^ the doctor prepares the bills. When he goes to place them in his mailbox^ he finds a bill from the lawyer.,office-jokes,722,95,0.88372093
